x1,y1,data_set_number,data_set
0.037597,0,103,Rand_Training_4
0.37477892,0,162,Testing
0.35531543,0,898,Testing
0.7258923,1,1009,Testing
0.14775128,0,336,Testing
0.37902,0,121,LHS_Training_3
0.60728087,1,845,Testing
0.695822,1,11,LHS_Vald_5
0.4643706,0,1454,Testing
0.67239978,1,1193,Testing
0.25665831,0,586,Testing
0.914587,1,23,LHS_Vald_3
0.31355,0,13,Rand_Training_4
0.5150673,1,1093,Testing
0.76812414,1,1919,Testing
0.53349894,1,1781,Testing
0.59001523,1,1693,Testing
0.73447036,1,977,Testing
0.579708,1,10,Rand_Vald_2
0.468996,0,17,LHS_Vald_3
0.7375547,1,209,Testing
0.893528,1,57,LHS_Vald_5
0.31251268,0,434,Testing
0.88019226,1,675,Testing
0.39529,0,8,Rand_Training_1
0.31805034,0,562,Testing
0.74530212,1,145,Testing
0.3260462,0,626,Testing
0.59377798,1,141,Testing
0.68833,1,1,Testing
0.33948879,0,1106,Testing
0.5271435,1,869,Testing
0.91666764,1,275,Testing
0.37780385,0,566,Testing
0.27656407,0,810,Testing
0.92648,1,76,Rand_Training_5
0.24489,0,119,Rand_Training_4
0.893764,1,38,Rand_Vald_0
0.29145788,0,762,Testing
0.060861,0,106,LHS_Training_3
0.3039,0,8,LHS_Training_5
0.102798,0,33,Rand_Vald_2
0.503011,1,39,Rand_Vald_0
0.17311429,0,192,Testing
0.886131,1,63,LHS_Vald_5
0.80664,1,95,selectiveSobolSampling_Train_XX
0.076684548,0,812,Testing
0.084751977,0,460,Testing
0.93559515,1,1587,Testing
0.690344,1,3,LHS_Vald_2
0.45958,0,117,Rand_Training_4
0.77806666,1,959,Testing
0.04763,0,26,selectiveSobolSampling_Train_XX
0.826151,1,13,Rand_Vald_4
0.30759732,0,1114,Testing
0.146062,0,30,Rand_Vald_1
0.084461,0,117,LHS_Training_5
0.35657913,0,770,Testing
0.19293172,0,408,Testing
0.495512,0,53,LHS_Vald_1
0.49178693,0,286,Testing
0.13486251,0,1072,Testing
0.93483,1,75,LHS_Training_1
0.251937,0,57,LHS_Vald_2
0.958619,1,9,Rand_Vald_2
0.40876989,0,1862,Testing
0.532893,1,13,LHS_Vald_4
0.2694927,0,1898,Testing
0.3332721,0,116,selectiveSobolSampling_Vald_XX
0.27999,0,143,Rand_Training_5
0.62596388,1,889,Testing
0.89254502,1,1411,Testing
0.24447,0,30,regularSobol_Training_0
0.0010531,0,5,Rand_Training_0
0.49760133,0,1118,Testing
0.45168,0,30,Rand_Training_1
0.81437,1,107,LHS_Training_4
0.31318992,0,1458,Testing
0.45495,0,109,LHS_Training_1
0.76339106,1,1823,Testing
0.25365,0,82,LHS_Training_4
0.1963,0,105,Rand_Training_5
0.73338,1,33,Rand_Training_4
0.0881756,0,17,Rand_Vald_5
0.88002,1,23,Rand_Training_1
0.13762565,0,1200,Testing
0.96545,1,39,LHS_Training_1
0.91139,1,6,Rand_Training_0
0.39461311,0,22,Testing
0.44293202,0,974,Testing
0.83816,1,14,LHS_Training_4
0.93098,1,110,Rand_Training_4
0.123902,0,56,LHS_Vald_2
0.675195,1,18,Rand_Vald_0
0.693787,1,23,LHS_Vald_0
0.62528665,1,1913,Testing
0.26692,0,60,regularSobol_Training_0
0.188115,0,68,Rand_Vald_5
0.41951,0,1,LHS_Training_0
0.7710303,1,111,selectiveSobolSampling_Vald_XX
0.087703053,0,780,Testing
0.602922,1,7,Rand_Vald_5
0.4223,0,95,Rand_Training_2
0.1649,0,110,LHS_Training_4
0.090458,0,104,LHS_Training_3
0.5608,1,27,Rand_Training_5
0.66159,1,112,LHS_Training_3
0.043484357,0,36,Testing
0.325984,0,15,LHS_Vald_3
0.93307,1,52,LHS_Training_5
0.56161858,1,917,Testing
0.20426,0,174,regularSobol_Training_2
0.70750437,1,1825,Testing
0.64960181,1,921,Testing
0.030214,0,71,Rand_Training_5
0.19259807,0,1432,Testing
0.74701,1,70,Rand_Training_5
0.11362117,0,1468,Testing
0.0979498,0,55,LHS_Vald_3
0.49730202,0,94,Testing
0.48686541,0,1694,Testing
0.53021,1,138,LHS_Training_5
0.44417783,0,206,Testing
0.350382,0,34,LHS_Vald_5
0.63019185,1,249,Testing
0.18467054,0,384,Testing
0.26162,0,28,selectiveSobolSampling_Train_XX
0.9774178,1,1899,Testing
0.99796,1,27,selectiveSobolSampling_Train_XX
0.97477,1,92,LHS_Training_4
0.37255,0,135,LHS_Training_4
0.28657537,0,58,Testing
0.46135347,0,686,Testing
0.75134066,1,735,Testing
0.31747991,0,1586,Testing
0.96986,1,63,LHS_Training_0
0.30581,0,3,Rand_Training_1
0.6737,1,74,LHS_Training_0
0.84816,1,126,LHS_Training_3
0.82969,1,39,selectiveSobolSampling_Train_XX
0.030495,0,118,Rand_Training_4
0.51506,1,21,LHS_Training_5
0.04315425,0,1060,Testing
0.23332575,0,1960,Testing
0.56757,1,21,regularSobol_Training_0
0.33805,0,88,Rand_Training_2
0.87308987,1,1207,Testing
0.039704332,0,420,Testing
0.63449124,1,1337,Testing
0.61927868,1,1901,Testing
0.79801295,1,1295,Testing
0.96106915,1,1211,Testing
0.0475137,0,42,Rand_Vald_5
0.262442,0,35,Rand_Vald_3
0.73677357,1,1745,Testing
0.89324247,1,1667,Testing
0.58292595,1,733,Testing
0.81841864,1,807,Testing
0.81678658,1,1575,Testing
0.55601362,1,1813,Testing
0.85361,1,105,LHS_Training_5
0.60361713,1,1485,Testing
0.26477946,0,10,Testing
0.96894,1,18,Rand_Training_2
0.50847,1,157,regularSobol_Training_1
0.48019,0,53,LHS_Training_0
0.80663,1,93,Rand_Training_2
0.76049993,1,1439,Testing
0.80096592,1,655,Testing
0.2776,0,97,Rand_Training_1
0.44897,0,64,Rand_Training_1
0.656618,1,57,Rand_Vald_2
0.74462,1,201,regularSobol_Training_4
0.67821234,1,1065,Testing
0.576122,1,37,Rand_Vald_0
0.72874298,1,1073,Testing
0.14515258,0,1616,Testing
0.542896,1,4,LHS_Vald_1
0.043759,0,107,LHS_Training_2
0.62376715,1,749,Testing
0.14451,0,64,LHS_Training_4
0.249695,0,55,LHS_Vald_4
0.24588197,0,648,Testing
0.35647,0,36,regularSobol_Training_0
0.48128,0,86,LHS_Training_3
0.69542008,1,1089,Testing
0.29291215,0,250,Testing
0.49434,0,27,Rand_Training_3
0.30154577,0,154,Testing
0.798258,1,25,Rand_Vald_4
0.71489701,1,1889,Testing
0.065272,0,80,LHS_Training_0
0.458034,0,1390,Testing
0.95965,1,98,LHS_Training_3
0.2246,0,41,LHS_Training_1
0.0247588,0,28,Rand_Vald_0
0.098051892,0,1820,Testing
0.42187222,0,134,Testing
0.37047927,0,1314,Testing
0.39439,0,34,Rand_Training_0
0.28016,0,125,LHS_Training_3
0.47926147,0,1150,Testing
0.50332,1,138,Rand_Training_4
0.041861,0,14,LHS_Vald_0
0.87928893,1,1187,Testing
0.75186532,1,1759,Testing
0.82084136,1,999,Testing
0.63829,1,110,Rand_Training_3
0.86683,1,44,LHS_Training_0
0.28257529,0,442,Testing
0.623306,1,23,LHS_Vald_1
0.7056,1,55,LHS_Training_4
0.69821,1,99,Rand_Training_4
0.10887,0,72,LHS_Training_2
0.2517,0,37,Rand_Training_0
0.078768,0,33,LHS_Training_0
0.1970882,0,88,Testing
0.93889,1,67,Rand_Training_3
0.47771252,0,894,Testing
0.892944,1,38,LHS_Vald_0
0.0053847,0,52,Rand_Training_4
0.88274,1,13,Rand_Training_2
0.826055,1,23,Rand_Vald_5
0.32074979,0,498,Testing
0.81609,1,68,Rand_Training_5
0.11249,0,135,LHS_Training_5
0.56394019,1,1021,Testing
0.37445644,0,1186,Testing
0.25537,0,36,LHS_Training_2
0.54042456,1,1461,Testing
0.29905968,0,26,Testing
0.73926869,1,1105,Testing
0.67816,1,34,Rand_Training_1
0.39230672,0,918,Testing
0.89747442,1,1283,Testing
0.089488723,0,1548,Testing
0.49341,0,55,Rand_Training_2
0.56771422,1,637,Testing
0.13406,0,128,Rand_Training_5
0.55011,1,75,Rand_Training_0
0.1423803,0,102,selectiveSobolSampling_Vald_XX
0.73352717,1,945,Testing
0.97869,1,78,Rand_Training_5
0.477683,0,27,LHS_Vald_5
0.00602772,0,25,Rand_Vald_3
0.54491398,1,53,Testing
0.7578,1,22,Rand_Vald_4
0.68196,1,46,Rand_Training_4
0.5787,1,69,LHS_Training_4
0.045275129,0,292,Testing
0.46959804,0,318,Testing
0.29472,0,34,Rand_Vald_3
0.68752,1,25,LHS_Training_0
0.62556,1,54,LHS_Training_4
0.0046283237,0,1300,Testing
0.42230815,0,1254,Testing
0.86970385,1,311,Testing
0.387237,0,26,Rand_Vald_5
0.49983,0,95696,selectiveSobolSampling_Train_XX
0.9870732,1,139,Testing
0.88733734,1,227,Testing
0.47895834,0,126,Testing
0.86570247,1,1271,Testing
0.53642,1,8,Rand_Vald_3
0.33037,0,57,LHS_Training_4
0.073838268,0,1196,Testing
0.02905,0,90,LHS_Training_2
0.69361,1,38,LHS_Training_4
0.49998,0,75216,selectiveSobolSampling_Train_XX
0.61617,1,118,Rand_Training_5
0.11467105,0,956,Testing
0.340731,0,46,Rand_Vald_4
0.84928474,1,343,Testing
0.53709,1,16,Rand_Training_3
0.884649,1,58,Rand_Vald_5
0.75601742,1,95,Testing
0.44145677,0,462,Testing
0.14165996,0,1488,Testing
0.209331,0,3,LHS_Vald_0
0.048240096,0,324,Testing
0.6288,1,93,Rand_Training_0
0.25998115,0,1930,Testing
0.52421,1,49,Rand_Training_4
0.28687875,0,1082,Testing
0.90603,1,19,LHS_Training_4
0.7188,1,92,Rand_Training_2
0.83740711,1,1863,Testing
0.4913386,0,1310,Testing
0.077749,0,86,Rand_Training_3
0.86727,1,54,Rand_Training_5
0.75009,1,35,Rand_Training_0
0.15526,0,94,Rand_Training_3
0.139299,0,29,LHS_Vald_1
0.212487,0,21,Rand_Vald_1
0.78137847,1,431,Testing
0.22481,0,106,LHS_Training_4
0.93739,1,113,Rand_Training_4
0.453221,0,27,Rand_Vald_1
0.93463,1,211,regularSobol_Training_5
0.22072555,0,616,Testing
0.712958,1,65,Rand_Vald_5
0.88697,1,94,Rand_Training_0
0.66671,1,35,LHS_Training_5
0.74351597,1,1425,Testing
0.51036,1,105,Rand_Training_3
0.44456,0,136,Rand_Training_5
0.822438,1,20,LHS_Vald_5
0.4679696,0,192,regularSobol_Vald_3
0.34950801,0,1858,Testing
0.74163394,1,337,Testing
0.363494,0,43,LHS_Vald_3
0.84252,1,94,Rand_Training_1
0.51548106,1,69,Testing
0.74563581,1,1169,Testing
0.77353,1,136,LHS_Training_4
0.13852291,0,688,Testing
0.49641,0,96976,selectiveSobolSampling_Train_XX
0.61219134,1,813,Testing
0.082093,0,99,LHS_Training_4
0.0773963,0,3,LHS_Vald_3
0.63076228,1,1273,Testing
0.218,0,123,Rand_Training_5
0.803202,1,58,LHS_Vald_5
0.044336,0,32,Rand_Training_1
0.53146,1,38,LHS_Training_2
0.59328,1,53,regularSobol_Training_0
0.11248409,0,1852,Testing
0.018725,0,1,LHS_Vald_4
0.33045,0,33,Rand_Training_0
0.64669363,1,345,Testing
0.78175,1,101,LHS_Training_1
0.39647,0,2,Rand_Training_5
0.39342,0,41,LHS_Training_0
0.93162,1,83,selectiveSobolSampling_Train_XX
0.74782038,1,17,Testing
0.537413,1,40,Rand_Vald_5
0.13888,0,102,Rand_Training_3
0.76004,1,30,Rand_Vald_3
0.43467084,0,806,Testing
0.263094,0,41,Rand_Vald_2
0.115321,0,30,LHS_Vald_1
0.735755,1,33,LHS_Vald_0
0.35107,0,12,Rand_Training_1
0.41287,0,45,LHS_Vald_1
0.46738365,0,558,Testing
0.095039,0,41,Rand_Training_2
0.15550966,0,272,Testing
0.42614324,0,1382,Testing
0.4978137,0,208,regularSobol_Vald_4
0.26472,0,156,regularSobol_Training_1
0.21843151,0,1656,Testing
0.42579,0,27,Rand_Training_0
0.38536,0,94,LHS_Training_0
0.56707,1,68,Rand_Training_3
0.76755,1,6,LHS_Training_3
0.97394,1,67,LHS_Training_2
0.91832807,1,403,Testing
0.50282,1,63,Rand_Training_5
0.30126906,0,1178,Testing
0.45638,0,23,LHS_Training_3
0.83998,1,147,LHS_Training_5
0.041457937,0,164,Testing
0.24138,0,94,selectiveSobolSampling_Train_XX
0.27222,0,68,LHS_Training_4
0.76191957,1,1311,Testing
0.57149,1,30,LHS_Vald_5
0.48873905,0,1566,Testing
0.28543,0,75,Rand_Training_1
0.39937,0,124,LHS_Training_3
0.96686,1,95,LHS_Training_5
0.14242,0,38,Rand_Training_2
0.67092646,1,201,Testing
0.30679,0,140,regularSobol_Vald_0
0.73871,1,23,LHS_Training_0
0.337208,0,46,Rand_Vald_5
0.29251,0,42,LHS_Training_5
0.093419,0,126,Rand_Training_4
0.80929,1,121,Rand_Training_4
0.134098,0,8,Rand_Vald_4
0.38604,0,20,Rand_Training_1
0.83921414,1,1607,Testing
0.8779995,1,1571,Testing
0.42664,0,110,LHS_Training_2
0.4597126,0,128,selectiveSobolSampling_Vald_XX
0.15833673,0,288,Testing
0.39872712,0,470,Testing
0.34520551,0,706,Testing
0.23094,0,5,Rand_Vald_5
0.98876958,1,1035,Testing
0.750188,1,4,LHS_Vald_3
0.26375995,0,1546,Testing
0.246442,0,40,LHS_Vald_1
0.524646,1,33,LHS_Vald_3
0.3157736,0,690,Testing
0.28282,0,57,LHS_Training_0
0.14230642,0,464,Testing
0.26299435,0,1290,Testing
0.500015,1,14,Rand_Vald_2
0.64414771,1,729,Testing
0.17333,0,74,Rand_Training_1
0.69234137,1,385,Testing
0.750623,1,28,LHS_Vald_4
0.64746,1,100,LHS_Training_0
0.48858,0,16,regularSobol_Training_0
0.061403,0,52,LHS_Training_4
0.14940061,0,1936,Testing
0.04984237,0,1092,Testing
0.42759758,0,1894,Testing
0.604127,1,24,LHS_Vald_1
0.53464038,1,245,Testing
0.61389582,1,1965,Testing
0.26628327,0,1130,Testing
0.42837,0,116,LHS_Training_3
0.76548135,1,543,Testing
0.043141,0,76,LHS_Training_3
0.014336,0,10,LHS_Training_4
0.089231,0,98,regularSobol_Training_0
0.93601,1,7,LHS_Training_5
0.072206386,0,428,Testing
0.57665405,1,317,Testing
0.21197,0,82,LHS_Training_3
0.69248,1,5,Rand_Training_2
0.62098,1,120,LHS_Training_2
0.81161853,1,463,Testing
0.49807,0,2000,selectiveSobolSampling_Train_XX
0.515312,1,19,LHS_Vald_4
0.61504,1,87,LHS_Training_2
0.23955276,0,584,Testing
0.51756,1,39,LHS_Training_2
0.18356,0,116,LHS_Training_2
0.68833271,1,1,Testing
0.98494,1,91,regularSobol_Training_0
0.87668,1,3,regularSobol_Training_0
0.23572625,0,968,Testing
0.826353,1,28,LHS_Vald_0
0.39436675,0,1686,Testing
0.047203,0,19,Rand_Vald_1
0.41803636,0,1926,Testing
0.30591,0,81,LHS_Training_1
0.804902,1,4,Rand_Vald_2
0.18692,0,125,Rand_Training_4
0.129899,0,50,Rand_Vald_5
0.13649,0,50,Rand_Training_1
0.42666,0,49,LHS_Training_1
0.20722793,0,312,Testing
0.067479735,0,1132,Testing
0.84274048,1,1479,Testing
0.583891,1,47,Rand_Vald_3
0.6656789,1,225,regularSobol_Vald_5
0.75455,1,21,LHS_Training_4
0.31589,0,68,LHS_Training_2
0.84558,1,20,LHS_Training_2
0.976857,1,20,Rand_Vald_1
0.46578186,0,1838,Testing
0.90294082,1,579,Testing
0.15314889,0,1552,Testing
0.1157328,0,1212,Testing
0.88107,1,131,Rand_Training_4
0.12607,0,37,Rand_Training_3
0.71392,1,66,Rand_Training_3
0.3911651,0,1430,Testing
0.66612814,1,1865,Testing
0.0494777,0,28,LHS_Vald_1
0.6147360709,1,400005,selectiveSobolSampling_Vald_XX
0.8627,1,87,selectiveSobolSampling_Train_XX
0.67850785,1,41,Testing
0.25813397,0,650,Testing
0.670762,1,49,LHS_Vald_0
0.5621928,1,1941,Testing
0.56457896,1,253,Testing
0.3027235,0,1690,Testing
0.22138369,0,1640,Testing
0.41482,0,58,Rand_Training_3
0.46915352,0,1342,Testing
0.546196,1,72,Rand_Vald_5
0.68481,1,128,LHS_Training_5
0.62710236,1,633,Testing
0.570019,1,60,LHS_Vald_2
0.38411,0,2,Rand_Training_0
0.6355776734,1,400017,selectiveSobolSampling_Vald_XX
0.52031108,1,421,Testing
0.66075,1,83,LHS_Training_2
0.68220656,1,489,Testing
0.41225,0,97,LHS_Training_2
0.68487,1,16,LHS_Training_2
0.69499335,1,641,Testing
0.159925,0,51,Rand_Vald_4
0.77145861,1,1535,Testing
0.012151,0,202,regularSobol_Training_4
0.63979,1,28,LHS_Training_5
0.88449118,1,1891,Testing
0.53156,1,84,Rand_Training_1
0.070921,0,101,LHS_Training_4
0.54083,1,23,LHS_Training_5
0.091855068,0,1420,Testing
0.504784,1,32,Rand_Vald_5
0.68833,1,1,Testing
0.87062,1,79,LHS_Training_5
0.084467672,0,1484,Testing
0.74618,1,58,Rand_Training_5
0.17496069,0,1472,Testing
0.395153,0,1046,Testing
0.466702,0,40,Rand_Vald_4
0.16215681,0,160,Testing
0.1014717,0,178,regularSobol_Vald_2
0.27524,0,43,LHS_Training_3
0.50015,1,56925,selectiveSobolSampling_Train_XX
0.101638,0,3,Rand_Vald_3
0.48906,0,87,LHS_Training_1
0.30204271,0,666,Testing
0.96239,1,122,LHS_Training_4
0.42667169,0,358,Testing
0.1966818,0,1112,Testing
0.096265521,0,1948,Testing
0.32227,0,81,Rand_Training_2
0.1663321,0,352,Testing
0.1233094,0,252,Testing
0.1141,0,82,regularSobol_Training_0
0.5725748,1,189,Testing
0.94941435,1,1947,Testing
0.1973624538,0,400014,selectiveSobolSampling_Vald_XX
0.349107,0,45,Rand_Vald_4
0.252883,0,34,Rand_Vald_2
0.235814,0,1,Rand_Vald_0
0.394421,0,56,Rand_Vald_5
0.48339,0,48,selectiveSobolSampling_Train_XX
0.26014,0,45,Rand_Training_3
0.54499462,1,1845,Testing
0.63593,1,93,Rand_Training_1
0.818933,1,2,Rand_Vald_5
0.64107336,1,1497,Testing
0.788731,1,25,LHS_Vald_4
0.544172,1,18,LHS_Vald_2
0.81113499,1,975,Testing
0.73494,1,82,LHS_Training_1
0.87075392,1,1847,Testing
0.024566,0,75,LHS_Training_4
0.34424,0,100,regularSobol_Training_0
0.561077,1,44,LHS_Vald_3
0.80557,1,9,Rand_Training_3
0.1942216,0,206,regularSobol_Vald_4
0.847972,1,18,LHS_Vald_0
0.13627,0,66,LHS_Vald_4
0.56507,1,26,LHS_Training_4
0.76578,1,63,Rand_Training_0
0.675153,1,68,Rand_Vald_4
0.46032,0,35,Rand_Training_2
0.39727316,0,278,Testing
0.94802708,1,1819,Testing
0.20738,0,68,LHS_Training_0
0.7228831,1,105,selectiveSobolSampling_Vald_XX
0.03813709,0,122,selectiveSobolSampling_Vald_XX
0.75545,1,10,Rand_Training_4
0.0023624,0,23,LHS_Training_1
0.935917,1,22,LHS_Vald_0
0.21135,0,14,LHS_Training_0
0.8742601,1,695,Testing
0.92519929,1,499,Testing
0.92883,1,98,Rand_Training_1
0.84828,1,55,selectiveSobolSampling_Train_XX
0.70828738,1,289,Testing
0.62151,1,6,LHS_Vald_5
0.0099807317,0,1492,Testing
0.951686,1,29,LHS_Vald_0
0.082660707,0,1228,Testing
0.33210217,0,658,Testing
0.97647039,1,1451,Testing
0.4785519,0,176,regularSobol_Vald_2
0.78193,1,127,regularSobol_Vald_0
0.482111,0,57,Rand_Vald_4
0.93323148,1,1459,Testing
0.44121044,0,1870,Testing
0.55176,1,31,Rand_Training_3
0.84654608,1,983,Testing
0.38706269,0,758,Testing
0.916656,1,22,Rand_Vald_0
0.50536,1,5341,selectiveSobolSampling_Train_XX
0.55953237,1,1173,Testing
0.691428,1,53,Rand_Vald_3
0.50625,1,107,Rand_Training_5
0.29611,0,11,Rand_Training_2
0.55656498,1,789,Testing
0.51961,1,92477,selectiveSobolSampling_Train_XX
0.66714551,1,329,Testing
0.10136,0,90,LHS_Training_1
0.32457655,0,114,Testing
0.62251,1,69,selectiveSobolSampling_Train_XX
0.26387,0,83,Rand_Training_2
0.026870875,0,1396,Testing
0.34113,0,96,LHS_Training_5
0.59148486,1,1181,Testing
0.568892,1,59,Rand_Vald_5
0.16239,0,55,LHS_Training_0
0.1063,0,82,Rand_Training_3
0.26547,0,125,LHS_Training_4
0.055973,0,52,LHS_Training_2
0.25915925,0,1162,Testing
0.21867,0,32,Rand_Training_2
0.88341,1,87,Rand_Training_3
0.25858,0,140,Rand_Training_5
0.273589,0,27,Rand_Vald_4
0.49337,0,80,selectiveSobolSampling_Train_XX
0.852912,1,50,Rand_Vald_0
0.428372,0,74,LHS_Vald_5
0.78349912,1,1199,Testing
0.78521258,1,47,Testing
0.041462,0,58,selectiveSobolSampling_Train_XX
0.38027,0,88,regularSobol_Training_0
0.5013406,1,133,Testing
0.86601,1,103,Rand_Training_3
0.87217,1,13,Rand_Training_0
0.98755488,1,651,Testing
0.239868,0,25,Rand_Vald_5
0.50785,1,3,LHS_Training_3
0.5627735561,1,400021,selectiveSobolSampling_Vald_XX
0.51636,1,28,Rand_Training_1
0.0839952,0,43,LHS_Vald_5
0.161299,0,40,LHS_Vald_3
0.40094136,0,214,Testing
0.85888,1,15,LHS_Vald_1
0.73092953,1,177,Testing
0.34065602,0,1746,Testing
0.80782897,1,79,Testing
0.94303,1,75,selectiveSobolSampling_Train_XX
0.68866,1,39,Rand_Training_3
0.941198,1,15,Rand_Vald_3
0.156504,0,7,Rand_Vald_0
0.078361,0,107,Rand_Training_4
0.1247791,0,764,Testing
0.53823,1,173,regularSobol_Training_2
0.64845455,1,1433,Testing
0.7487,1,31,LHS_Training_1
0.57202126,1,1981,Testing
0.11142839,0,316,Testing
0.65456837,1,281,Testing
0.54345383,1,565,Testing
0.372346,0,41,LHS_Vald_1
0.94850676,1,1307,Testing
0.9497,1,37,Rand_Training_1
0.76779431,1,895,Testing
0.52327,1,64,LHS_Training_1
0.50263051,1,1925,Testing
0.43216,0,138,LHS_Training_4
0.31715,0,98,LHS_Training_4
0.34805171,0,1346,Testing
0.53059151,1,1765,Testing
0.56423,1,149,regularSobol_Vald_0
0.420301,0,7,Rand_Vald_2
0.99820805,1,1355,Testing
0.57811218,1,829,Testing
0.97593,1,59,selectiveSobolSampling_Train_XX
0.75646554,1,1119,Testing
0.92641789,1,1907,Testing
0.0531635,0,39,Rand_Vald_4
0.63733752,1,697,Testing
0.04935894,0,1604,Testing
0.80417,1,31,selectiveSobolSampling_Train_XX
0.63994135,1,1465,Testing
0.6871,1,26,LHS_Training_1
0.10870056,0,1116,Testing
0.60158,1,78,Rand_Training_3
0.432072,0,36,Rand_Vald_2
0.3202850511,0,400020,selectiveSobolSampling_Vald_XX
0.726906,1,13,Rand_Vald_2
0.56266,1,23,LHS_Training_2
0.61457,1,1,Rand_Training_5
0.65348,1,28,LHS_Training_2
0.95279,1,48,LHS_Vald_4
0.89845425,1,1987,Testing
0.7659476,1,1663,Testing
0.996968,1,37,Rand_Vald_1
0.97716,1,43,Rand_Training_0
0.93559,1,25,LHS_Training_4
0.40550971,0,854,Testing
0.45526,0,41,LHS_Training_2
0.060855,0,106,LHS_Training_5
0.75846965,1,159,Testing
0.68543349,1,873,Testing
0.0070487,0,110,Rand_Training_1
0.070079267,0,1388,Testing
0.280514,0,14,Rand_Vald_1
0.97593,1,59,regularSobol_Training_0
0.78279,1,77,LHS_Training_5
0.84826532,1,1879,Testing
0.75084574,1,223,Testing
0.87831,1,60,LHS_Training_4
0.6728,1,129,Rand_Training_3
0.54927,1,18,LHS_Training_3
0.231799,0,51,LHS_Vald_3
0.36128485,0,1122,Testing
0.85229951,1,1687,Testing
0.61955,1,69,Rand_Training_2
0.88782093,1,739,Testing
0.73028,1,15,Rand_Training_3
0.81072096,1,1999,Testing
0.82206,1,71,Rand_Training_0
0.10384018,0,988,Testing
0.71101,1,69,LHS_Training_0
0.34574,0,7,LHS_Training_3
0.553797,1,41,Rand_Vald_5
0.12100789,0,892,Testing
0.56503089,1,1277,Testing
0.531303,1,17,Rand_Vald_2
0.0312451,0,24,Rand_Vald_2
